날짜,요일,평균 기온(℃),최저 기온(℃),최고 기온(℃),모기 활동 지수(서울시 평균),모기 발생 단계(서울시 평균),모기 발생 수준(서울시 평균),모기 발생 난이도(서울시 평균),모기 활동 지수(수변부),모기 발생 단계(수변부),모기 발생 수준(수변부),모기 발생 난이도(수변부),모기 활동 지수(주거지),모기 발생 단계(주거지),모기 발생 수준(주거지),모기 발생 난이도(주거지),모기 활동 지수(공원),모기 발생 단계(공원),모기 발생 수준(공원),모기 발생 난이도(공원),포집량,모기,기타,지점,지점명,평균 풍속(m/s),평균 전운량(1/10),평균 지면온도(°C),평균 5cm 지중온도(°C),0.5m 지중온도(°C),Month,Unnamed: 0,일강수량(mm),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),오존농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2021-03-07,일,6.6,2.1,12.2,10.9,1단계,쾌적,중,28.8,1단계,쾌적,상,12.5,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.8,3.5,7.9,7.3,6.4,3,591,0.0,62.9,5.9,1017.7,1028.3,18.17,,,,0.017,0.4,0.003,0.03,21.0,14.0
2021-03-08,월,8.8,1.7,17.1,11.6,1단계,쾌적,중,29.9,1단계,쾌적,상,9.5,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,1.8,0.0,8.1,7.4,6.6,3,592,0.0,60.3,5.8,1016.3,1026.9,19.12,,,,0.036,0.6,0.003,0.017,39.0,27.0
2021-03-09,화,10.2,4.7,17.1,7.9,1단계,쾌적,하,23.8,1단계,쾌적,상,7.5,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.2,4.3,6.9,7.3,6.8,3,593,0.0,58.5,5.5,1015.2,1025.8,15.57,,,,0.041,0.6,0.004,0.019,46.0,32.0
2021-03-10,수,10.5,7.2,14.9,5.9,1단계,쾌적,하,20.4,1단계,쾌적,상,8.3,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,1.8,0.4,9.0,7.8,6.8,3,594,0.0,61.8,6.5,1017.7,1028.2,19.1,,,,0.054,0.8,0.004,0.015,92.0,72.0
2021-03-11,목,9.2,4.6,14.2,7.9,1단계,쾌적,하,23.8,1단계,쾌적,상,8.8,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,1.8,6.4,9.8,8.8,7.1,3,595,0.0,50.8,5.9,1015.4,1025.8,16.6,,,,0.061,0.9,0.005,0.022,116.0,93.0
2021-03-12,금,9.1,4.9,14.7,6.5,1단계,쾌적,하,21.5,1단계,쾌적,상,10.8,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.2,7.0,8.7,9.7,7.7,3,596,0.0,57.0,7.2,1011.5,1021.9,7.41,,,,0.042,0.7,0.004,0.024,64.0,49.0
2021-03-13,토,8.4,4.9,13.1,16.6,1단계,쾌적,상,38.2,2단계,관심,하,15.5,1단계,쾌적,중,1.7,1단계,쾌적,중,,,,108,서울,2.2,5.0,9.9,9.2,7.9,3,597,0.0,62.8,7.1,1011.1,1021.6,14.87,,,,0.028,0.6,0.003,0.033,51.0,36.0
2021-03-14,일,8.8,1.8,17.5,25.0,1단계,쾌적,상,52.1,2단계,관심,상,18.9,1단계,쾌적,중,8.9,1단계,쾌적,중,,,,108,서울,2.2,3.5,10.9,9.8,8.1,3,598,0.0,71.4,8.1,1009.6,1020.1,17.99,,,,0.029,0.7,0.003,0.031,76.0,62.0
2021-03-15,월,11.7,5.0,18.4,16.3,1단계,쾌적,상,37.6,2단계,관심,하,15.4,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.4,8.9,10.3,10.2,8.5,3,599,1.7,68.8,8.5,1005.9,1016.2,12.75,,,,0.038,0.8,0.003,0.023,87.0,71.0
2021-03-16,화,15.3,11.4,20.2,17.3,1단계,쾌적,상,39.3,2단계,관심,하,14.5,1단계,쾌적,중,1.2,1단계,쾌적,중,,,,108,서울,3.2,1.9,11.8,10.7,8.9,3,600,1.3,52.5,5.7,1005.5,1015.9,21.13,,,,0.015,0.4,0.003,0.037,81.0,16.0
2021-03-17,수,9.9,7.4,14.7,18.0,1단계,쾌적,상,40.4,2단계,관심,중,18.4,1단계,쾌적,중,2.3,1단계,쾌적,중,,,,108,서울,1.8,0.3,10.4,9.6,9.0,3,601,0.0,44.9,5.0,1008.8,1019.3,20.79,,,,0.029,0.5,0.004,0.022,88.0,18.0
2021-03-18,목,5.8,3.1,8.6,17.3,1단계,쾌적,상,39.3,2단계,관심,하,13.9,1단계,쾌적,중,0.5,1단계,쾌적,하,,,,108,서울,1.8,5.0,11.6,10.4,9.0,3,602,0.0,50.1,6.7,1009.1,1019.4,16.63,,,,0.051,0.7,0.005,0.017,95.0,43.0
2021-03-19,금,6.2,1.1,11.1,6.9,1단계,쾌적,하,22.1,1단계,쾌적,상,10.3,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.2,6.8,15.0,12.9,9.5,3,603,0.0,47.9,8.1,1008.0,1018.2,19.09,,,,0.032,0.5,0.005,0.029,68.0,28.0
2021-03-20,토,10.8,5.7,16.9,17.6,1단계,쾌적,상,39.9,2단계,관심,하,19.1,1단계,쾌적,중,3.2,1단계,쾌적,중,,,,108,서울,2.2,9.8,9.8,11.7,10.4,3,604,5.1,74.6,8.8,1002.9,1013.3,2.0,,,,0.018,0.3,0.004,0.033,30.0,11.0
2021-03-21,일,11.9,6.8,19.0,39.2,2단계,관심,중,75.4,3단계,주의,중,29.2,1단계,쾌적,상,25.0,1단계,쾌적,상,,,,108,서울,4.0,6.8,7.6,9.6,9.9,3,605,0.3,65.9,6.1,1004.5,1015.0,10.42,,,,0.012,0.5,0.003,0.039,42.0,34.0
2021-03-22,월,12.6,4.8,20.6,25.7,2단계,관심,하,53.2,2단계,관심,상,17.2,1단계,쾌적,중,9.4,1단계,쾌적,중,,,,108,서울,3.2,0.4,9.0,8.4,9.2,3,606,0.0,55.3,5.1,1009.9,1020.5,22.58,,,,0.018,0.4,0.003,0.031,34.0,16.0
2021-03-23,화,12.1,10.2,15.0,11.2,1단계,쾌적,중,29.3,1단계,쾌적,상,10.2,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.5,0.3,10.6,9.6,9.0,3,607,0.0,63.5,7.1,1010.1,1020.6,20.89,,,,0.026,0.6,0.004,0.03,69.0,30.0
2021-03-24,수,9.0,7.7,13.0,4.5,1단계,쾌적,하,18.2,1단계,쾌적,중,8.7,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.4,4.3,11.7,10.8,9.3,3,608,0.0,61.5,7.7,1010.0,1020.4,19.53,,,,0.028,0.5,0.004,0.039,57.0,29.0
2021-03-25,목,10.2,7.3,14.6,9.2,1단계,쾌적,중,26.0,1단계,쾌적,상,12.6,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.2,2.4,13.5,12.3,9.8,3,609,0.0,68.5,9.1,1010.8,1021.1,20.86,,,,0.036,0.5,0.005,0.04,60.0,32.0
2021-03-26,금,14.5,5.9,22.9,20.0,1단계,쾌적,상,43.8,2단계,관심,중,17.7,1단계,쾌적,중,10.4,1단계,쾌적,중,,,,108,서울,1.4,5.5,13.4,12.2,10.4,3,610,0.0,58.4,7.7,1010.2,1020.5,16.98,,,,0.061,0.8,0.004,0.017,106.0,73.0
2021-03-27,토,17.7,12.0,24.0,23.7,1단계,쾌적,상,49.9,2단계,관심,중,19.1,1단계,쾌적,중,9.4,1단계,쾌적,중,,,,108,서울,2.5,9.6,10.5,11.5,10.7,3,611,25.5,70.9,9.9,999.8,1010.0,3.72,,,,0.048,0.6,0.006,0.015,55.0,34.0
2021-03-28,일,17.8,12.5,23.0,0.8,1단계,쾌적,하,12.1,1단계,쾌적,중,42.6,2단계,관심,중,0.0,1단계,쾌적,하,,,,108,서울,3.3,10.0,10.2,11.2,10.6,3,612,9.2,95.8,11.0,992.7,1003.0,2.35,,,,0.014,0.4,0.003,0.024,8.0,9.0
2021-03-29,월,14.9,10.9,18.0,35.1,2단계,관심,중,68.7,3단계,주의,하,24.2,1단계,쾌적,상,18.8,1단계,쾌적,중,,,,108,서울,3.3,5.5,11.4,11.7,10.4,3,613,0.2,62.3,7.4,998.3,1008.5,18.24,,,,0.022,0.6,0.003,0.029,267.0,49.0
2021-03-30,화,11.9,9.0,15.8,26.7,2단계,관심,하,54.9,2단계,관심,상,16.0,1단계,쾌적,중,9.7,1단계,쾌적,중,,,,108,서울,2.2,0.6,12.6,11.3,10.5,3,614,0.0,47.3,5.6,1002.4,1012.7,24.53,,,,0.033,0.5,0.004,0.024,133.0,29.0
2021-03-31,수,11.9,5.4,19.3,25.4,2단계,관심,하,52.6,2단계,관심,상,18.3,1단계,쾌적,중,9.1,1단계,쾌적,중,,,,108,서울,1.8,3.8,14.2,12.5,10.7,3,615,0.0,41.0,6.3,1004.1,1014.2,23.29,,,,0.041,0.5,0.004,0.018,37.0,18.0
2021-04-01,목,13.9,9.4,19.2,14.6,1단계,쾌적,중,34.9,2단계,관심,하,16.3,1단계,쾌적,중,0.1,1단계,쾌적,하,,,,108,서울,3.5,5.3,14.4,14.0,11.3,4,616,0.0,33.0,6.3,1008.1,1018.1,20.91,,,,0.028,0.4,0.004,0.029,41.0,14.0
2021-04-02,금,14.1,8.1,20.4,20.7,1단계,쾌적,상,44.9,2단계,관심,중,23.5,1단계,쾌적,상,8.1,1단계,쾌적,중,,,,108,서울,3.2,8.1,15.3,14.8,11.9,4,617,0.0,35.6,7.1,1008.7,1018.8,15.37,,,,0.03,0.4,0.003,0.031,45.0,15.0
2021-04-03,토,13.0,7.2,18.0,41.2,2단계,관심,상,78.7,3단계,주의,중,33.0,2단계,관심,하,28.7,1단계,쾌적,상,,,,108,서울,3.1,9.9,13.9,14.8,12.5,4,618,56.2,80.8,13.4,1002.1,1012.2,1.98,,,,0.026,0.4,0.003,0.021,30.0,15.0
2021-04-04,일,12.6,7.7,18.8,42.9,2단계,관심,상,81.5,3단계,주의,상,34.5,2단계,관심,하,29.9,1단계,쾌적,상,,,,108,서울,3.2,6.3,13.1,14.1,12.8,4,619,0.6,65.8,9.0,1005.4,1015.7,12.91,,,,0.01,0.3,0.003,0.039,9.0,5.0
2021-04-05,월,15.0,7.5,21.8,37.5,2단계,관심,중,72.6,3단계,주의,중,30.3,2단계,관심,하,22.4,1단계,쾌적,상,,,,108,서울,2.4,2.3,14.5,13.4,12.6,4,620,0.0,47.9,6.2,1011.7,1022.1,25.81,,,,0.021,0.4,0.003,0.032,20.0,11.0
2021-04-06,화,13.8,11.9,17.8,31.1,2단계,관심,하,62.1,3단계,주의,하,22.7,1단계,쾌적,상,15.2,1단계,쾌적,중,,,,108,서울,2.5,2.4,15.2,14.3,12.6,4,621,0.0,50.9,7.8,1009.7,1019.9,23.34,,,,0.037,0.5,0.003,0.022,31.0,19.0
2021-04-07,수,10.4,5.7,13.5,19.0,1단계,쾌적,상,42.1,2단계,관심,중,18.8,1단계,쾌적,중,4.9,1단계,쾌적,중,,,,108,서울,2.5,0.0,15.4,14.5,12.9,4,622,0.0,47.5,7.2,1009.0,1019.2,24.49,,,,0.03,0.5,0.004,0.036,53.0,36.0
2021-04-08,목,8.4,3.1,13.3,32.5,2단계,관심,하,64.3,3단계,주의,하,25.6,1단계,쾌적,상,18.0,1단계,쾌적,중,,,,108,서울,2.7,0.0,15.1,14.1,13.1,4,623,0.0,34.0,5.0,1008.1,1018.4,25.85,,,,0.019,0.4,0.003,0.04,32.0,17.0
2021-04-09,금,11.6,6.3,18.3,28.1,2단계,관심,하,57.1,2단계,관심,상,24.9,1단계,쾌적,상,14.4,1단계,쾌적,중,,,,108,서울,2.7,0.6,15.0,14.3,13.0,4,624,0.0,39.3,6.0,1014.0,1024.3,25.3,,,,0.018,0.4,0.003,0.04,30.0,17.0
2021-04-10,토,11.3,8.1,14.8,25.0,1단계,쾌적,상,52.1,2단계,관심,상,23.9,1단계,쾌적,상,10.4,1단계,쾌적,중,,,,108,서울,2.6,0.5,15.2,14.8,13.2,4,625,0.0,50.0,7.1,1019.8,1030.2,23.77,,,,0.019,0.4,0.004,0.043,31.0,19.0
2021-04-11,일,9.6,6.0,14.6,26.4,2단계,관심,하,54.3,2단계,관심,상,24.1,1단계,쾌적,상,12.3,1단계,쾌적,중,,,,108,서울,1.7,3.5,15.9,15.0,13.3,4,626,0.0,45.4,7.3,1018.7,1029.0,22.57,,,,0.03,0.5,0.003,0.025,38.0,25.0
2021-04-12,월,9.9,5.6,15.3,26.7,2단계,관심,하,54.9,2단계,관심,상,21.7,1단계,쾌적,상,12.2,1단계,쾌적,중,,,,108,서울,2.4,9.8,13.2,14.7,13.7,4,627,22.0,70.4,10.8,1007.1,1017.3,5.39,,,,0.03,0.4,0.004,0.025,34.0,21.0
2021-04-13,화,12.2,5.8,19.4,26.1,2단계,관심,하,53.7,2단계,관심,상,26.4,1단계,쾌적,상,12.9,1단계,쾌적,중,,,,108,서울,3.7,6.6,14.5,14.4,13.5,4,628,8.0,74.0,9.4,1002.4,1012.8,14.95,,,,0.013,0.4,0.003,0.026,5.0,
2021-04-14,수,14.8,8.1,22.0,40.9,2단계,관심,중,78.2,3단계,주의,중,26.8,1단계,쾌적,상,26.0,1단계,쾌적,상,,,,108,서울,2.9,0.3,13.3,12.8,13.2,4,629,0.0,58.5,6.2,1008.8,1019.3,27.31,,,,0.015,0.4,0.003,0.038,25.0,15.0
2021-04-15,목,20.9,16.1,27.5,20.0,1단계,쾌적,상,43.8,2단계,관심,중,20.2,1단계,쾌적,상,3.3,1단계,쾌적,중,,,,108,서울,2.1,4.9,14.9,14.0,13.0,4,630,0.0,62.3,8.1,1007.9,1018.2,24.78,,,,0.029,0.5,0.004,0.038,43.0,25.0
2021-04-16,금,19.0,17.0,21.7,11.2,1단계,쾌적,중,29.3,1단계,쾌적,상,13.7,1단계,쾌적,중,0.0,1단계,쾌적,하,,,,108,서울,2.6,6.9,12.6,13.3,13.4,4,631,0.7,60.0,8.0,1005.6,1015.9,8.59,,,,0.026,0.4,0.003,0.031,67.0,17.0
2021-04-17,토,18.3,15.3,22.2,22.0,1단계,쾌적,상,47.1,2단계,관심,중,18.9,1단계,쾌적,중,7.4,1단계,쾌적,중,,,,108,서울,2.6,3.8,12.2,12.1,12.9,4,632,0.0,56.6,6.7,1004.3,1014.7,13.62,,,,0.023,0.4,0.003,0.025,72.0,15.0
2021-04-18,일,18.2,12.6,24.0,28.1,2단계,관심,하,57.1,2단계,관심,상,21.7,1단계,쾌적,상,11.8,1단계,쾌적,중,,,,108,서울,3.2,0.9,14.0,12.7,12.5,4,633,0.0,64.3,7.7,1005.9,1016.3,26.94,,,,0.01,0.4,0.003,0.036,28.0,13.0
2021-04-19,월,16.2,12.3,20.6,21.0,1단계,쾌적,상,45.4,2단계,관심,중,16.3,1단계,쾌적,중,4.8,1단계,쾌적,중,,,,108,서울,2.4,0.0,15.6,14.1,12.7,4,634,0.0,65.3,9.0,1006.9,1017.2,26.18,,,,0.021,0.5,0.004,0.048,44.0,22.0
2021-04-20,화,15.4,12.5,20.0,19.7,1단계,쾌적,상,43.2,2단계,관심,중,16.5,1단계,쾌적,중,3.8,1단계,쾌적,중,,,,108,서울,1.9,2.9,17.3,15.5,13.3,4,635,0.0,55.1,8.7,1010.6,1020.8,24.8,,,,0.035,0.5,0.005,0.048,63.0,34.0
2021-04-21,수,14.5,11.2,18.2,20.3,1단계,쾌적,상,44.3,2단계,관심,중,19.7,1단계,쾌적,중,8.3,1단계,쾌적,중,,,,108,서울,1.8,3.9,19.8,17.0,13.9,4,636,0.0,43.1,9.0,1011.1,1021.2,25.12,,,,0.047,0.6,0.006,0.048,74.0,39.0
2021-04-22,목,14.6,10.9,20.1,28.1,2단계,관심,하,57.1,2단계,관심,상,25.5,1단계,쾌적,상,15.7,1단계,쾌적,중,,,,108,서울,2.5,8.9,20.1,18.5,14.8,4,637,0.0,37.9,9.1,1008.5,1018.5,15.7,,,,0.034,0.6,0.005,0.063,68.0,39.0
2021-04-23,금,11.3,8.6,14.6,35.5,2단계,관심,중,69.3,3단계,주의,하,33.1,2단계,관심,하,25.0,1단계,쾌적,상,,,,108,서울,3.2,9.6,17.1,17.7,15.4,4,638,0.0,41.4,8.9,1009.1,1019.2,8.36,,,,0.026,0.4,0.004,0.039,42.0,22.0
2021-04-24,토,10.2,8.5,15.3,55.0,3단계,주의,하,100.0,4단계,불쾌,중,39.9,2단계,관심,하,43.7,2단계,관심,중,,,,108,서울,2.7,6.8,17.7,17.3,15.3,4,639,0.0,43.0,8.8,1009.5,1019.6,13.65,,,,0.018,0.3,0.003,0.04,22.0,13.0
2021-04-25,일,12.4,7.3,18.7,58.0,3단계,주의,하,100.0,4단계,불쾌,중,40.0,2단계,관심,중,44.1,2단계,관심,중,,,,108,서울,2.7,1.1,21.4,18.1,15.3,4,640,0.0,50.0,10.0,1009.1,1019.1,27.12,,,,0.015,0.4,0.003,0.037,22.0,12.0
2021-04-26,월,14.1,8.4,20.3,52.3,3단계,주의,하,97.1,4단계,불쾌,하,37.1,2단계,관심,하,38.8,2단계,관심,하,,,,108,서울,2.6,4.5,20.1,18.1,15.8,4,641,0.0,51.8,9.6,1010.6,1020.8,21.57,,,,0.016,0.4,0.003,0.044,27.0,13.0
2021-04-27,화,13.9,10.3,18.4,43.2,2단계,관심,상,82.1,3단계,주의,상,34.7,2단계,관심,하,30.7,2단계,관심,하,,,,108,서울,2.3,9.4,17.3,17.4,15.9,4,642,1.7,62.4,10.6,1007.5,1017.6,10.37,,,,0.023,0.4,0.004,0.035,29.0,15.0
2021-04-28,수,15.7,7.9,23.1,42.2,2단계,관심,상,80.4,3단계,주의,상,31.8,2단계,관심,하,32.8,2단계,관심,하,,,,108,서울,2.4,7.9,16.3,17.1,15.7,4,643,4.7,64.1,10.3,1005.8,1016.0,16.09,,,,0.021,0.5,0.003,0.036,56.0,24.0
2021-04-29,목,14.4,10.7,17.2,42.9,2단계,관심,상,81.5,3단계,주의,상,29.7,1단계,쾌적,상,28.6,1단계,쾌적,상,,,,108,서울,2.3,7.6,16.9,16.4,15.6,4,644,3.9,54.1,8.6,995.8,1005.9,15.99,,,,0.028,0.5,0.003,0.032,60.0,21.0
2021-04-30,금,14.3,8.9,21.0,38.5,2단계,관심,중,74.3,3단계,주의,중,28.7,1단계,쾌적,상,23.5,1단계,쾌적,상,,,,108,서울,2.4,9.5,12.8,14.8,15.3,4,645,26.3,81.8,10.8,994.3,1004.5,9.45,,,,0.017,0.4,0.003,0.044,33.0,17.0
2021-05-01,토,15.7,10.0,21.8,37.5,2단계,관심,중,72.6,3단계,주의,중,26.9,1단계,쾌적,상,23.3,1단계,쾌적,상,395,388,7,108,서울,2.7,9.4,12.4,14.5,14.8,5,646,8.0,80.8,9.9,995.6,1005.8,11.89,,,,0.012,0.4,0.003,0.04,22.0,13.0
2021-05-02,일,13.2,11.7,14.6,29.8,2단계,관심,하,59.9,2단계,관심,상,22.0,1단계,쾌적,상,13.3,1단계,쾌적,중,153,151,2,108,서울,3.1,2.6,16.8,15.2,14.4,5,647,1.7,67.9,9.4,1006.2,1016.5,27.71,,,,0.01,0.3,0.002,0.042,14.0,7.0
2021-05-03,월,18.5,9.4,25.7,29.4,2단계,관심,하,59.3,2단계,관심,상,17.5,1단계,쾌적,중,13.3,1단계,쾌적,중,614,608,6,108,서울,2.1,3.8,17.3,16.5,14.8,5,648,0.0,56.4,8.5,1007.6,1017.8,27.7,,,,0.021,0.4,0.003,0.04,29.0,18.0
2021-05-04,화,22.0,16.9,27.7,25.4,2단계,관심,하,52.6,2단계,관심,상,21.1,1단계,쾌적,상,10.9,1단계,쾌적,중,881,869,12,108,서울,2.1,9.6,13.5,15.5,15.3,5,649,19.6,82.6,13.2,999.3,1009.5,3.68,,,,0.038,0.6,0.003,0.011,31.0,19.0
2021-05-05,수,22.9,16.6,29.6,29.1,2단계,관심,하,58.7,2단계,관심,상,25.0,1단계,쾌적,상,15.2,1단계,쾌적,중,454,448,6,108,서울,3.5,2.6,17.6,16.9,15.0,5,650,0.1,64.4,9.8,1002.3,1012.5,28.34,,,,0.011,0.4,0.003,0.04,39.0,11.0
2021-05-06,목,22.1,20.8,26.2,39.2,2단계,관심,중,75.4,3단계,주의,중,29.0,1단계,쾌적,상,23.1,1단계,쾌적,상,731,717,14,108,서울,2.4,4.8,16.8,16.7,15.4,5,651,0.0,46.4,7.8,1005.1,1015.3,23.81,,,,0.023,0.5,0.004,0.041,63.0,18.0
2021-05-07,금,18.4,14.8,20.8,35.5,2단계,관심,중,69.3,3단계,주의,하,26.5,1단계,쾌적,상,22.4,1단계,쾌적,상,"1,060","1,041",19,108,서울,3.4,3.1,15.5,16.7,15.6,5,652,8.8,60.3,9.8,996.0,1006.1,17.12,,,,0.019,0.4,0.003,0.032,334.0,61.0
2021-05-08,토,15.3,14.2,16.7,27.4,2단계,관심,하,56.0,2단계,관심,상,27.3,1단계,쾌적,상,15.5,1단계,쾌적,중,687,679,8,108,서울,3.4,1.1,16.9,16.7,15.5,5,653,0.0,66.1,10.4,994.4,1004.4,23.01,,,,0.014,0.4,0.003,0.035,434.0,77.0
2021-05-09,일,17.9,13.6,24.5,36.8,2단계,관심,중,71.5,3단계,주의,중,29.5,1단계,쾌적,상,21.4,1단계,쾌적,상,"1,215","1,198",17,108,서울,3.5,0.3,18.2,17.1,15.7,5,654,0.0,51.3,8.5,999.3,1009.4,30.44,,,,0.012,0.4,0.003,0.043,46.0,12.0
2021-05-10,월,19.9,12.4,26.6,30.8,2단계,관심,하,61.5,3단계,주의,하,24.9,1단계,쾌적,상,17.2,1단계,쾌적,중,"1,320","1,308",12,108,서울,1.8,8.6,13.5,15.7,16.0,5,655,0.0,67.9,10.3,1003.2,1013.4,4.69,,,,0.029,0.4,0.003,0.021,20.0,10.0
2021-05-11,화,18.7,15.6,22.9,34.5,2단계,관심,중,67.6,3단계,주의,하,28.8,1단계,쾌적,상,21.2,1단계,쾌적,상,795,787,8,108,서울,2.7,6.0,18.7,17.1,15.3,5,656,0.0,48.9,9.5,1003.1,1013.1,27.17,,,,0.018,0.3,0.003,0.032,19.0,9.0
2021-05-12,수,16.0,14.2,18.2,40.2,2단계,관심,중,77.1,3단계,주의,중,28.4,1단계,쾌적,상,23.5,1단계,쾌적,상,"1,051","1,042",9,108,서울,2.2,4.5,21.7,19.9,16.1,5,657,0.0,39.5,10.3,1001.9,1011.8,26.51,,,,0.023,0.4,0.003,0.043,26.0,13.0
2021-05-13,목,18.6,13.8,23.8,32.5,2단계,관심,하,64.3,3단계,주의,하,33.8,2단계,관심,하,20.9,1단계,쾌적,상,"1,468","1,449",19,108,서울,1.9,0.0,24.6,21.6,17.1,5,658,0.0,54.4,14.8,1001.1,1011.0,27.3,,,,0.029,0.5,0.004,0.047,40.0,24.0
2021-05-14,금,19.5,14.3,25.1,57.7,3단계,주의,하,100.0,4단계,불쾌,중,43.4,2단계,관심,중,46.4,2단계,관심,중,"1,513","1,477",36,108,서울,1.7,7.1,25.2,22.9,18.1,5,659,0.0,60.3,17.5,1000.7,1010.5,24.38,,,,0.035,0.5,0.004,0.039,58.0,35.0
2021-05-15,토,19.4,16.4,24.5,56.7,3단계,주의,하,100.0,4단계,불쾌,중,44.3,2단계,관심,중,46.3,2단계,관심,중,"1,524","1,496",28,108,서울,1.7,9.8,22.9,22.7,19.0,5,660,15.0,79.5,20.8,996.4,1006.2,9.42,,,,0.025,0.5,0.004,0.02,56.0,37.0
2021-05-16,일,18.0,11.5,23.0,61.4,3단계,주의,중,100.0,4단계,불쾌,중,47.0,2단계,관심,중,51.4,2단계,관심,상,"1,117","1,094",23,108,서울,2.5,10.0,19.6,21.0,19.2,5,661,66.9,97.6,20.7,991.1,1001.0,3.05,,,,0.011,0.3,0.003,0.022,9.0,5.0
2021-05-17,월,15.8,13.9,18.7,70.8,3단계,주의,상,100.0,4단계,불쾌,중,45.4,2단계,관심,중,58.6,2단계,관심,상,"1,049","1,021",28,108,서울,1.6,9.0,17.4,18.9,19.1,5,662,3.1,93.0,16.1,997.0,1007.0,5.21,,,,0.02,0.4,0.003,0.017,23.0,5.0
2021-05-18,화,15.3,12.4,19.7,50.6,3단계,주의,하,94.3,4단계,불쾌,하,38.9,2단계,관심,하,36.5,2단계,관심,하,"1,072","1,052",20,108,서울,1.7,4.4,20.2,20.3,18.3,5,663,0.0,70.5,14.1,1000.5,1010.5,24.12,,,,0.028,0.5,0.003,0.023,27.0,13.0
2021-05-19,수,15.4,12.8,19.1,48.6,2단계,관심,상,90.9,4단계,불쾌,하,33.1,2단계,관심,하,32.7,2단계,관심,하,"1,393","1,369",24,108,서울,1.8,2.6,22.3,21.1,18.6,5,664,0.0,52.3,11.6,1001.8,1011.7,29.93,,,,0.029,0.5,0.003,0.041,31.0,18.0
2021-05-20,목,18.4,10.8,26.3,46.6,2단계,관심,상,87.6,3단계,주의,상,33.1,2단계,관심,하,34.2,2단계,관심,하,"1,753","1,725",28,108,서울,2.5,9.9,17.9,20.1,19.1,5,665,0.9,59.8,12.6,995.2,1005.1,6.8,,,,0.026,0.4,0.003,0.031,25.0,12.0
2021-05-21,금,19.9,16.5,23.8,42.6,2단계,관심,상,81.0,3단계,주의,상,37.5,2단계,관심,하,31.2,2단계,관심,하,"1,440","1,423",17,108,서울,1.7,9.5,17.4,19.0,18.6,5,666,6.9,86.5,15.6,995.9,1005.9,7.35,,,,0.019,0.4,0.003,0.034,15.0,7.0
2021-05-22,토,20.2,15.9,23.9,0.8,1단계,쾌적,하,12.1,1단계,쾌적,중,63.1,3단계,주의,하,0.0,1단계,쾌적,하,"1,353","1,341",12,108,서울,2.5,1.5,21.8,20.6,18.2,5,667,0.2,69.3,14.3,1000.8,1010.7,28.69,,,,0.017,0.4,0.003,0.045,23.0,14.0
2021-05-23,일,23.2,16.6,29.7,48.6,2단계,관심,상,90.9,4단계,불쾌,하,33.8,2단계,관심,하,33.7,2단계,관심,하,"1,955","1,942",13,108,서울,1.7,6.9,21.0,21.0,18.8,5,668,0.0,64.4,14.2,1000.8,1010.8,19.28,,,,0.015,0.4,0.004,0.054,28.0,19.0
2021-05-24,월,19.1,14.6,22.7,47.3,2단계,관심,상,88.7,3단계,주의,상,36.3,2단계,관심,하,34.8,2단계,관심,하,"2,267","2,248",19,108,서울,2.7,3.3,22.8,21.8,19.1,5,669,0.0,61.0,13.3,997.9,1007.8,26.9,,,,0.017,0.4,0.004,0.044,114.0,26.0
2021-05-25,화,18.5,13.3,23.6,49.0,2단계,관심,상,91.5,4단계,불쾌,하,37.9,2단계,관심,하,38.9,2단계,관심,하,"1,961","1,949",12,108,서울,3.2,5.3,17.9,20.1,19.5,5,670,8.3,72.3,12.3,997.0,1007.0,19.29,,,,0.015,0.4,0.003,0.046,92.0,23.0
2021-05-26,수,20.8,17.0,25.7,56.0,3단계,주의,하,100.0,4단계,불쾌,중,38.2,2단계,관심,하,44.0,2단계,관심,중,"1,721","1,692",29,108,서울,2.9,7.6,18.8,19.5,19.0,5,671,0.0,58.5,11.4,997.4,1007.3,17.95,,,,0.019,0.4,0.004,0.04,39.0,15.0
2021-05-27,목,23.0,18.4,28.2,40.9,2단계,관심,중,78.2,3단계,주의,중,30.2,2단계,관심,하,26.4,1단계,쾌적,상,"2,568","2,532",36,108,서울,2.8,6.5,16.4,18.5,18.8,5,672,8.9,83.0,14.8,991.6,1001.6,5.08,,,,0.015,0.4,0.003,0.041,37.0,17.0
