날짜,요일,평균 기온(℃),최저 기온(℃),최고 기온(℃),모기 활동 지수(서울시 평균),모기 발생 단계(서울시 평균),모기 발생 수준(서울시 평균),모기 발생 난이도(서울시 평균),모기 활동 지수(수변부),모기 발생 단계(수변부),모기 발생 수준(수변부),모기 발생 난이도(수변부),모기 활동 지수(주거지),모기 발생 단계(주거지),모기 발생 수준(주거지),모기 발생 난이도(주거지),모기 활동 지수(공원),모기 발생 단계(공원),모기 발생 수준(공원),모기 발생 난이도(공원),포집량,모기,기타,지점,지점명,평균 풍속(m/s),평균 전운량(1/10),평균 지면온도(°C),평균 5cm 지중온도(°C),0.5m 지중온도(°C),Month,Unnamed: 0,일강수량(mm),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),오존농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2020-11-10,화,12.2,8.5,17.6,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.2,0.0,7.9,9.3,12.7,11,1205,0.0,56.1,5.8,1017.9,1028.5,13.61,,,,0.03,0.5,0.004,0.014,22.0,11.0
2020-11-11,수,12.5,6.8,19.3,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.6,0.0,8.7,9.6,12.4,11,1206,0.0,53.5,6.1,1021.3,1031.9,12.96,,,,0.045,0.6,0.004,0.007,34.0,20.0
2020-11-12,목,11.1,8.2,14.9,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.7,2.0,9.2,10.1,12.3,11,1207,0.0,56.9,6.9,1019.9,1030.4,12.27,,,,0.055,0.7,0.005,0.01,52.0,38.0
2020-11-13,금,12.4,7.5,18.3,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.6,3.0,12.1,11.5,12.4,11,1208,0.0,71.5,10.0,1018.2,1028.6,8.92,,,,0.062,0.9,0.005,0.01,70.0,52.0
2020-11-14,토,15.9,11.7,20.0,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.7,1.3,10.9,11.5,12.7,11,1209,0.0,66.9,9.2,1018.9,1029.3,11.58,,,,0.045,0.7,0.004,0.016,61.0,44.0
2020-11-15,일,16.6,14.8,18.7,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.7,3.4,10.2,11.6,12.8,11,1210,0.0,75.0,9.8,1017.1,1027.5,9.52,,,,0.041,0.7,0.004,0.018,62.0,49.0
2020-11-16,월,13.6,6.9,19.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.6,2.1,10.9,11.5,12.8,11,1211,0.0,70.1,9.8,1015.9,1026.3,10.76,,,,0.048,0.8,0.003,0.011,60.0,45.0
2020-11-17,화,2.8,0.3,7.0,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.3,7.4,13.0,13.1,12.9,11,1212,0.1,67.5,12.2,1013.2,1023.4,5.7,,,,0.044,0.7,0.003,0.016,55.0,40.0
2020-11-18,수,6.5,-0.3,12.8,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.6,9.8,15.3,14.9,13.6,11,1213,12.2,91.4,17.2,1005.5,1015.6,2.63,,,,0.033,0.6,0.003,0.007,44.0,29.0
2020-11-19,목,5.6,1.5,9.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,4.2,9.8,14.6,16.0,14.6,11,1214,86.9,90.5,14.9,998.0,1008.1,0.96,,,,0.013,0.5,0.003,0.019,16.0,10.0
2020-11-20,금,1.7,-1.5,5.9,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,3.2,6.6,6.2,10.6,14.7,11,1215,0.0,74.3,5.6,1009.3,1020.0,2.74,,,,0.014,0.4,0.003,0.017,19.0,14.0
2020-11-21,토,2.9,0.2,6.4,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.1,6.1,6.5,8.5,12.8,11,1216,0.2,67.9,6.6,1013.1,1023.7,10.52,,,,0.024,0.5,0.003,0.01,22.0,16.0
2020-11-22,일,4.6,0.0,9.5,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.5,7.8,7.3,9.6,12.3,11,1217,4.8,80.5,7.4,1012.4,1023.0,3.61,,,,0.016,0.4,0.003,0.02,22.0,18.0
2020-11-23,월,5.6,1.9,10.9,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.3,0.3,2.9,6.6,11.5,11,1218,0.0,61.4,4.2,1017.8,1028.6,12.35,,,,0.02,0.4,0.003,0.015,21.0,15.0
2020-11-24,화,-0.1,-2.3,2.8,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.8,6.1,3.5,6.2,10.6,11,1219,0.0,54.5,4.1,1018.0,1028.8,6.33,,,,0.038,0.6,0.003,0.005,22.0,15.0
2020-11-25,수,-0.6,-3.6,2.6,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.5,5.4,3.5,6.1,9.9,11,1220,0.0,64.1,5.4,1017.0,1027.7,8.32,,,,0.043,0.7,0.004,0.005,34.0,24.0
2020-11-26,목,-0.2,-3.6,4.3,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.7,5.5,4.4,6.4,9.7,11,1221,0.0,66.5,5.9,1016.5,1027.2,9.8,,,,0.041,0.8,0.004,0.008,49.0,36.0
2020-11-27,금,1.1,-3.6,6.7,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.7,4.9,4.9,6.7,9.6,11,1222,0.0,61.6,5.0,1015.4,1026.1,8.52,,,,0.026,0.6,0.004,0.015,35.0,26.0
2020-11-28,토,2.4,0.5,6.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.8,2.9,1.2,4.5,9.3,11,1223,0.0,50.0,3.0,1018.3,1029.3,11.89,,,,0.014,0.4,0.003,0.02,18.0,13.0
2020-11-29,일,0.7,-2.3,4.2,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.2,4.1,0.7,3.8,8.5,11,1224,0.0,59.6,3.5,1019.3,1030.2,5.61,,,,0.017,0.4,0.003,0.019,20.0,14.0
2020-11-30,월,-0.6,-4.6,4.4,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.9,0.0,0.4,2.9,7.9,11,1225,0.0,57.8,3.4,1024.1,1035.1,11.55,,,,0.026,0.5,0.004,0.016,23.0,16.0
2020-12-01,화,2.1,-2.2,6.6,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.9,4.4,0.3,2.8,7.4,12,1226,0.0,44.5,2.8,1024.7,1035.6,10.69,,,,0.028,0.6,0.004,0.014,32.0,23.0
2020-12-02,수,4.5,1.2,9.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.8,6.6,2.2,3.9,7.1,12,1227,0.0,41.4,3.0,1020.2,1031.0,6.38,,,,0.031,0.5,0.004,0.013,28.0,17.0
2020-12-03,목,3.4,-0.7,6.3,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.7,1.0,1.2,3.4,7.0,12,1228,0.0,47.1,3.0,1019.1,1030.0,11.52,,,,0.02,0.5,0.004,0.023,21.0,14.0
2020-12-04,금,-0.5,-3.5,4.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.8,0.9,-0.3,2.3,6.7,12,1229,0.0,53.8,3.0,1019.6,1030.5,11.62,,,,0.03,0.5,0.004,0.013,26.0,17.0
2020-12-05,토,1.5,-4.1,6.2,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.7,5.6,0.5,2.5,6.3,12,1230,0.0,63.1,4.5,1019.1,1029.9,8.18,,,,0.038,0.6,0.003,0.01,32.0,23.0
2020-12-06,일,5.8,3.2,9.3,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.8,4.3,2.1,3.9,6.2,12,1231,0.0,66.9,5.6,1017.4,1028.1,8.37,,,,0.035,0.6,0.004,0.013,37.0,30.0
2020-12-07,월,5.3,2.6,9.4,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.6,3.8,3.1,4.4,6.5,12,1232,0.0,57.5,4.5,1017.6,1028.3,8.93,,,,0.03,0.6,0.004,0.019,44.0,35.0
2020-12-08,화,2.3,-0.3,6.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.0,0.4,0.1,2.8,6.5,12,1233,0.0,50.0,2.9,1018.2,1029.1,11.4,,,,0.021,0.4,0.003,0.022,18.0,12.0
2020-12-09,수,-1.1,-6.0,2.0,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.5,4.5,-0.3,2.1,6.0,12,1234,0.0,55.1,3.8,1015.9,1026.7,8.48,,,,0.047,0.7,0.003,0.003,35.0,24.0
2020-12-10,목,-7.7,-9.7,-5.0,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.7,7.8,3.9,4.5,5.8,12,1235,0.0,69.9,6.5,1011.8,1022.4,4.74,,,,0.043,0.8,0.004,0.008,56.0,45.0
2020-12-11,금,-8.3,-11.1,-4.6,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.8,6.5,3.3,4.9,6.3,12,1236,0.0,77.1,6.8,1009.1,1019.7,5.85,,,,0.047,1.0,0.004,0.01,92.0,80.0
2020-12-12,토,-8.3,-11.2,-3.9,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.1,1.8,1.8,4.0,6.5,12,1237,0.0,51.3,3.6,1009.0,1019.7,10.22,,,,0.028,0.6,0.004,0.02,45.0,35.0
2020-12-13,일,-4.9,-11.1,0.8,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.9,5.4,0.5,3.0,6.2,12,1238,2.9,74.9,4.4,1008.4,1019.2,1.9,,,,0.026,0.5,0.003,0.016,31.0,26.0
2020-12-14,월,-2.1,-6.4,1.8,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,3.4,0.0,-1.9,1.1,5.7,12,1239,0.0,49.1,1.7,1018.3,1029.6,11.44,,,,0.012,0.4,0.003,0.022,17.0,11.0
2020-12-15,화,-3.7,-8.2,1.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.8,0.0,-3.7,0.3,5.1,12,1240,0.0,43.0,1.4,1020.5,1031.8,11.61,,,,0.014,0.4,0.003,0.022,15.0,10.0
2020-12-16,수,-1.0,-6.0,4.7,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.6,0.0,-4.3,-0.2,4.5,12,1241,0.0,43.9,1.4,1020.6,1031.9,11.44,,,,0.017,0.4,0.004,0.02,18.0,12.0
2020-12-17,목,2.0,-2.5,7.2,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.7,2.3,-3.7,-0.4,4.2,12,1242,0.0,47.0,2.0,1019.6,1030.7,11.15,,,,0.035,0.6,0.003,0.01,26.0,18.0
2020-12-18,금,4.5,-0.4,8.5,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,3.0,4.1,-1.3,0.2,4.0,12,1243,0.2,57.0,3.0,1017.7,1028.7,8.45,,,,0.03,0.5,0.004,0.013,31.0,24.0
2020-12-19,토,2.6,-2.0,6.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.4,1.4,-3.5,-0.3,3.7,12,1244,0.0,45.1,1.9,1022.4,1033.6,11.27,,,,0.018,0.4,0.003,0.019,22.0,13.0
2020-12-20,일,-0.8,-4.7,3.5,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.0,0.0,-3.3,-0.3,3.6,12,1245,0.0,50.4,2.3,1021.6,1032.7,11.0,,,,0.025,0.5,0.004,0.018,22.0,17.0
2020-12-21,월,2.2,-2.1,8.0,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.6,0.9,-2.4,-0.1,3.4,12,1246,0.0,64.1,3.6,1018.4,1029.4,9.99,,,,0.049,0.7,0.004,0.005,35.0,29.0
2020-12-22,화,5.8,1.4,10.0,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.0,4.8,-0.4,0.2,3.3,12,1247,0.0,67.6,4.7,1015.3,1026.1,7.83,,,,0.048,0.8,0.004,0.006,48.0,41.0
2020-12-23,수,0.1,-6.2,4.3,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.3,7.8,0.4,0.5,3.2,12,1248,0.0,76.6,6.5,1011.3,1022.0,4.6,,,,0.045,0.8,0.004,0.012,62.0,54.0
2020-12-24,목,0.8,-2.9,6.5,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.9,1.3,0.7,0.6,3.2,12,1249,0.0,61.5,4.6,1007.8,1018.5,9.82,,,,0.026,0.6,0.004,0.022,54.0,40.0
2020-12-25,금,2.0,-2.7,6.6,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.1,0.1,-1.4,0.5,3.1,12,1250,0.0,51.9,3.0,1012.8,1023.7,10.88,,,,0.021,0.5,0.004,0.021,24.0,15.0
2020-12-26,토,2.0,-2.4,4.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.8,3.0,-0.6,0.5,3.1,12,1251,0.0,65.8,4.7,1013.5,1024.3,8.99,,,,0.042,0.7,0.004,0.009,47.0,32.0
2020-12-27,일,-1.7,-4.6,2.6,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.8,7.5,1.4,0.7,3.1,12,1252,0.0,62.9,5.8,1011.0,1021.6,8.12,,,,0.036,0.7,0.004,0.011,57.0,45.0
2020-12-28,월,1.1,-3.6,6.1,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,1.4,5.3,2.7,2.6,3.3,12,1253,1.3,72.1,6.9,1012.6,1023.1,9.12,,,,0.049,0.8,0.004,0.006,56.0,46.0
2020-12-29,화,3.8,1.1,6.2,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.9,8.5,-0.1,2.1,4.0,12,1254,0.2,70.8,4.6,1011.0,1021.9,1.98,,,,0.039,0.8,0.004,0.009,58.0,49.0
2020-12-30,수,2.7,-5.7,6.8,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,4.1,0.8,-4.4,0.6,3.7,12,1255,0.0,55.5,1.5,1012.5,1023.8,11.36,,,,0.014,0.4,0.003,0.02,29.0,14.0
2020-12-31,목,-7.9,-10.9,-5.2,19.1,1단계,쾌적,중,36.3,2단계,관심,하,15.0,1단계,쾌적,중,21.6,1단계,쾌적,상,,,,108,서울,2.4,0.4,-5.0,-0.5,3.2,12,1256,0.0,53.9,1.7,1015.4,1026.6,9.06,,,,0.02,0.4,0.004,0.019,21.0,12.0
2019-01-01,화,-10.9,-12.9,-6.2,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.1,3.4,-3.9,-2.8,2.6,1,1257,0.0,49.5,2.1,1022.6,1033.8,7.84,,,,0.027,0.6,0.005,0.013,35.0,30.0
2019-01-02,수,-8.9,-12.9,-5.0,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.7,0.0,-3.3,-3.0,2.4,1,1258,0.0,42.8,1.7,1023.4,1034.6,10.48,,,,0.033,0.6,0.006,0.009,32.0,26.0
2019-01-03,목,-5.0,-8.2,-0.6,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.4,0.1,-2.6,-2.5,2.3,1,1259,0.0,38.8,1.8,1024.2,1035.4,10.28,,,,0.044,0.8,0.006,0.004,39.0,30.0
2019-01-04,금,-4.9,-8.8,0.2,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.2,5.5,-1.4,-1.9,2.2,1,1260,0.0,55.5,3.3,1019.5,1030.4,6.2,,,,0.05,0.9,0.006,0.003,58.0,48.0
2019-01-05,토,-3.5,-8.4,3.2,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.2,0.5,-1.2,-1.3,2.2,1,1261,0.0,40.3,2.0,1016.6,1027.6,10.05,,,,0.052,0.9,0.006,0.002,82.0,78.0
2019-01-06,일,-1.1,-6.2,4.1,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.2,3.1,-1.2,-1.7,2.0,1,1262,0.0,35.0,1.7,1017.6,1028.7,9.64,,,,0.037,0.6,0.006,0.006,47.0,29.0
2019-01-07,월,-2.8,-5.5,1.1,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.4,4.0,-2.0,-1.8,2.0,1,1263,0.0,46.4,2.4,1017.4,1028.4,8.71,,,,0.045,0.9,0.007,0.005,55.0,44.0
2019-01-08,화,-2.8,-6.3,2.7,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.6,0.0,-2.0,-1.6,1.9,1,1264,0.0,31.0,1.4,1018.2,1029.2,10.46,,,,0.021,0.5,0.006,0.017,36.0,22.0
2019-01-09,수,-1.9,-6.2,3.1,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.3,4.9,-4.1,-2.8,1.8,1,1265,0.0,28.8,1.2,1022.0,1033.2,8.47,,,,0.034,0.6,0.006,0.007,46.0,28.0
2019-01-10,목,-3.5,-7.2,0.5,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.3,8.1,-0.7,-1.2,1.8,1,1266,0.0,48.8,3.0,1015.5,1026.5,5.92,,,,0.045,0.7,0.007,0.003,56.0,41.0
2019-01-11,금,-4.7,-9.4,1.3,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.0,6.1,1.2,0.3,1.8,1,1267,0.0,58.8,4.2,1014.2,1025.0,8.53,,,,0.049,0.9,0.007,0.003,77.0,64.0
2019-01-12,토,-0.6,-4.5,3.0,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.3,3.9,2.6,0.9,1.8,1,1268,0.0,47.6,3.5,1012.1,1022.9,7.71,,,,0.046,0.9,0.007,0.007,87.0,75.0
2019-01-13,일,2.4,-0.4,7.2,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.4,0.0,0.5,0.1,1.8,1,1269,0.0,54.3,3.5,1014.8,1025.7,9.97,,,,0.043,1.0,0.007,0.011,109.0,92.0
2019-01-14,월,2.8,-0.6,8.0,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,0.9,4.5,-0.3,-0.3,1.8,1,1270,0.0,68.6,4.6,1014.8,1025.6,6.03,,,,0.062,1.4,0.007,0.003,169.0,148.0
2019-01-15,화,1.2,-3.0,7.6,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.7,3.8,0.7,0.1,1.8,1,1271,0.0,58.8,3.3,1013.2,1024.2,6.93,,,,0.024,0.8,0.007,0.017,130.0,94.0
2019-01-16,수,1.4,-2.4,5.3,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.3,4.1,-1.8,-1.9,1.8,1,1272,0.0,45.9,1.9,1015.9,1027.0,10.36,,,,0.024,0.5,0.006,0.012,42.0,21.0
2019-01-17,목,-1.7,-7.2,2.6,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.7,1.8,0.7,-0.3,1.8,1,1273,0.0,45.8,2.6,1013.4,1024.3,11.07,,,,0.033,0.6,0.006,0.01,38.0,25.0
2019-01-18,금,-5.2,-10.1,-1.1,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.3,3.0,-0.3,-0.6,1.7,1,1274,0.0,44.0,2.9,1016.7,1027.5,10.4,,,,0.046,0.8,0.007,0.007,58.0,45.0
2019-01-19,토,-0.3,-3.2,4.0,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.2,7.8,2.1,0.8,1.8,1,1275,0.0,59.8,4.7,1011.7,1022.4,6.27,,,,0.048,0.9,0.007,0.006,93.0,77.0
2019-01-20,일,0.6,-4.6,6.7,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,3.2,1.1,1.0,0.6,1.7,1,1276,0.0,38.5,2.2,1011.7,1022.6,11.56,,,,0.017,0.5,0.006,0.02,59.0,37.0
2019-01-21,월,3.6,0.0,8.5,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.6,4.1,-2.6,-1.1,1.7,1,1277,0.0,57.8,3.4,1010.7,1021.6,3.07,,,,0.034,0.6,0.006,0.009,39.0,23.0
2019-01-22,화,-1.4,-5.5,4.0,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.7,1.1,-0.7,-0.5,1.7,1,1278,0.0,62.0,4.3,1008.6,1019.4,9.85,,,,0.038,0.8,0.007,0.009,59.0,34.0
2019-01-23,수,-1.2,-6.7,4.2,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.3,0.9,1.3,0.5,1.7,1,1279,0.0,48.9,3.3,1009.6,1020.3,10.85,,,,0.036,0.8,0.007,0.013,67.0,47.0
2019-01-24,목,1.7,-3.3,7.1,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.7,2.1,0.2,-0.1,1.7,1,1280,0.0,34.9,2.0,1013.7,1024.6,11.71,,,,0.04,0.6,0.006,0.009,36.0,23.0
2019-01-25,금,2.0,-0.8,7.0,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.6,1.3,0.0,-0.3,1.7,1,1281,0.0,27.6,1.6,1013.4,1024.3,11.56,,,,0.029,0.5,0.006,0.015,42.0,22.0
2019-01-26,토,0.1,-4.6,6.5,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.4,0.0,-0.6,-0.8,1.6,1,1282,0.0,30.9,1.5,1017.5,1028.5,12.29,,,,0.021,0.5,0.006,0.018,37.0,21.0
2019-01-27,일,-1.2,-3.8,2.6,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.7,4.3,-0.4,-0.7,1.6,1,1283,0.0,52.5,3.3,1015.9,1026.8,10.31,,,,0.03,0.6,0.006,0.012,35.0,24.0
2019-01-28,월,-2.5,-6.5,2.4,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,3.1,1.3,2.1,1.0,1.6,1,1284,0.0,40.4,2.7,1011.6,1022.4,11.76,,,,0.021,0.5,0.006,0.018,69.0,25.0
2019-01-29,화,-0.1,-6.6,5.1,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.5,2.1,0.3,-0.1,1.6,1,1285,0.0,35.5,2.1,1016.9,1027.9,11.87,,,,0.043,0.6,0.006,0.006,62.0,29.0
2019-01-30,수,1.2,-2.4,4.5,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.5,6.9,1.6,0.4,1.6,1,1286,0.0,54.6,3.9,1014.9,1025.7,9.13,,,,0.05,0.7,0.006,0.005,58.0,42.0
2019-01-31,목,-0.2,-5.6,7.0,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.9,7.0,0.6,0.1,1.7,1,1287,0.0,29.0,1.6,1010.5,1021.4,5.97,,,,0.026,0.5,0.006,0.012,63.0,25.0
2019-02-01,금,1.8,-2.8,6.6,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.7,3.0,-2.0,-0.9,1.6,2,1288,0.3,47.6,2.6,1013.0,1023.9,9.71,,,,0.03,0.6,0.006,0.012,34.0,21.0
2019-02-02,토,-2.0,-6.2,2.3,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.0,7.5,-0.2,-0.2,1.6,2,1289,0.0,60.0,4.0,1011.2,1022.0,4.48,,,,0.038,0.6,0.006,0.007,52.0,43.0
2019-02-03,일,-2.1,-7.4,2.8,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.7,9.3,2.2,1.2,1.7,2,1290,16.0,92.9,7.2,1002.2,1012.8,0.54,,,,0.028,0.6,0.005,0.011,39.0,31.0
2019-02-04,월,1.4,-3.2,6.1,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.1,2.4,1.4,1.0,1.6,2,1291,0.0,40.4,2.3,1014.7,1025.7,12.74,,,,0.018,0.5,0.005,0.02,69.0,41.0
